name,popularity,bike_latitude,bike_longitude,free_bikes,empty_slots,review_count,rating,distance,category
Prado Cafe,0.972650834985166,49.275882,-123.071865,1,13,0,4.1,983.0,Café
Sing Sing,0.0,49.275882,-123.071865,1,13,8,4.0,247.0,Bars
Sopra Sotto,0.9927060256260768,49.275882,-123.071865,1,13,158,4.0,560.0,Pizzeria
Strange Fellows Brewing,0.9894671382486688,49.275882,-123.071865,1,13,0,4.3,560.0,Bar
Sula Indian Restaurant,0.0,49.275882,-123.071865,1,13,313,4.1,252.0,Indian
Sunrise Pizza & Steak House,0.0,49.275882,-123.071865,1,13,86,3.5,168.0,Pizza
Super Wedge Pizza,0.1874797569538911,49.275882,-123.071865,1,13,0,,226.0,Pizzeria
Superflux Beer Co,0.9744905230155336,49.275882,-123.071865,1,13,0,3.95,616.0,Brewery
Sweet Cherubim,0.0,49.275882,-123.071865,1,13,125,3.3,202.0,Vegetarian
Tacofino Commissary,0.0,49.275882,-123.071865,1,13,330,3.8,1204.0,Mexican
Takenaka,0.9933538031015584,49.275882,-123.071865,1,13,101,4.3,380.5,Sushi Restaurant
Tamam: Fine Palestinian Cuisine,0.0,49.275882,-123.071865,1,13,188,4.2,1587.0,Middle Eastern
Tandoori Palace,0.9624029953230466,49.275882,-123.071865,1,13,141,3.9749999999999996,492.5,Indian Restaurant
Thai Basil,0.0,49.275882,-123.071865,1,13,50,3.8,232.0,Thai
The Charlatan,0.9555106429839222,49.275882,-123.071865,1,13,166,3.2,507.0,Bar
The HideOut Diner,0.0,49.275882,-123.071865,1,13,20,4.6,1180.0,Breakfast & Brunch
The Lunch Lady,0.9865780507080208,49.275882,-123.071865,1,13,0,4.1,214.0,Vietnamese Restaurant
The Pizza Castle & Indian Curry,0.0,49.275882,-123.071865,1,13,23,3.9,227.0,Pizza
The Red Wagon,0.0,49.275882,-123.071865,1,13,652,3.9,980.0,Diners
TimberTrain,0.9748532784018034,49.275882,-123.071865,1,13,0,4.2,471.0,Coffee Shop
Turk's on the Drive,0.9727415238317332,49.275882,-123.071865,1,13,0,3.95,329.0,Coffee Shop
Vennie's Sub Shop,0.0,49.275882,-123.071865,1,13,11,4.6,168.0,Sandwiches
Via Tevere Pizzeria,0.9813440087061291,49.275882,-123.071865,1,13,363,4.275,508.5,Pizzeria
Victoria Park Cafe,0.9757342557684584,49.275882,-123.071865,1,13,0,3.6,697.0,Coffee Shop
Viet Family- The Vegan House,0.0,49.275882,-123.071865,1,13,40,4.8,478.0,Vietnamese
Wilder Juice,0.7025535388083486,49.275882,-123.071865,1,13,0,,226.0,Dining and Drinking
Windjammer,0.0,49.275882,-123.071865,1,13,80,3.6,172.0,Fish & Chips
Yama Cafe,0.9537098216020832,49.275882,-123.071865,1,13,105,4.050000000000001,866.5,Café
Yolks,0.9909958930908056,49.275882,-123.071865,1,13,0,4.1,582.0,Breakfast Spot
Yook Korean Grilled BBQ & Bistro,0.0,49.275882,-123.071865,1,13,100,3.8,1850.0,Korean
Zawa,0.0,49.275882,-123.071865,1,13,87,2.5,191.0,Burgers
A Bread Affair,0.9681552593053234,49.275938,-123.145939,6,8,0,4.45,827.0,Bakery
Afghan Horsemen Restaurant,0.0,49.275938,-123.145939,6,8,273,3.9,888.0,Middle Eastern
Ambiance Vins,0.7673831085545494,49.275938,-123.145939,6,8,0,,574.0,Winery
Ancora Waterfront Dining and Patio,0.962882350654903,49.275938,-123.145939,6,8,241,4.225,986.5,Mediterranean Restaurant
AnnaLena,0.9639317501651832,49.275938,-123.145939,6,8,377,4.5,576.5,Restaurant
Au Comptoir,0.0,49.275938,-123.145939,6,8,241,3.9,1177.0,French
Basil Pasta Bar,0.8543407568632023,49.275938,-123.145939,6,8,0,,828.0,Italian Restaurant
Be Fresh Local Market,0.9599414409162164,49.275938,-123.145939,6,8,0,3.7,621.0,Café
Beach Ave Bar And Grill,0.0,49.275938,-123.145939,6,8,34,4.5,748.0,Seafood
Beach Ave Bar and Grill,0.991025555369714,49.275938,-123.145939,6,8,0,,751.0,Bar
Burgoo Bistro,0.0,49.275938,-123.145939,6,8,190,4.2,1401.0,Comfort Food
Cacao70,0.7475999844533406,49.275938,-123.145939,6,8,0,,610.0,Breakfast Spot
Cafe Zen on Yew,0.9208415924961456,49.275938,-123.145939,6,8,0,3.6,843.0,Diner
Cantina Pana,0.1246323862826641,49.275938,-123.145939,6,8,0,,413.0,Mexican Restaurant
Cantina de Kitsilano,0.2659256092347157,49.275938,-123.145939,6,8,0,,843.0,Taco Restaurant
Casereccio Foods,0.0,49.275938,-123.145939,6,8,64,4.6,1549.0,Italian
Chewie's Steam & Oyster Bar,0.9559899983157786,49.275938,-123.145939,6,8,0,4.15,869.0,Seafood Restaurant
Chi Vegan,0.0,49.275938,-123.145939,6,8,230,3.9,874.0,Vietnamese
CinCin Ristorante + Bar,0.0,49.275938,-123.145939,6,8,466,4.1,1771.0,Italian
Cockney Kings Fish & Chips,0.0,49.275938,-123.145939,6,8,26,4.9,414.0,Fish & Chips
Cofu Pressed Sushi,0.926477256532836,49.275938,-123.145939,6,8,0,,900.0,Sushi Restaurant
Delara,0.0,49.275938,-123.145939,6,8,66,4.3,1183.0,Persian/Iranian
Delhi 6 Indian Bistro,0.0,49.275938,-123.145939,6,8,150,4.4,1192.0,Indian
Don at Kitsilano,0.0,49.275938,-123.145939,6,8,37,4.5,1077.0,Asian Fusion
Earls Kitchen + Bar,0.0,49.275938,-123.145939,6,8,240,3.8,1794.0,Canadian (New)
Elysian Room,0.9365825851503492,49.275938,-123.145939,6,8,0,3.75,969.0,Coffee Shop
Enroute Coffee,0.9636078614274424,49.275938,-123.145939,6,8,0,,870.0,Café
España Restaurant,0.0,49.275938,-123.145939,6,8,262,4.2,1406.0,Spanish
Fable Kitchen,0.0,49.275938,-123.145939,6,8,809,4.3,918.0,Canadian (New)
Fat Mao Noodles,0.0,49.275938,-123.145939,6,8,92,4.4,1454.0,Noodles
Fritz European Fry House,0.0,49.275938,-123.145939,6,8,877,4.2,1404.0,Fast Food
Granville Island Brewing,0.9774832549522589,49.275938,-123.145939,6,8,0,4.25,954.0,Bar
Gurkha Himalayan Kitchen,0.0,49.275938,-123.145939,6,8,233,4.1,1165.0,Himalayan/Nepalese
Guu Original Thurlow,0.0,49.275938,-123.145939,6,8,824,4.1,1727.0,Japanese
Hello Nori ,0.0,49.275938,-123.145939,6,8,285,4.5,1795.0,Japanese
Horin Tonkotsu Ramen ,0.0,49.275938,-123.145939,6,8,188,4.2,1754.0,Ramen
Inbtwn Cafe,0.967079948696024,49.275938,-123.145939,6,8,0,,888.0,Café
Indian Oven,0.976278388847863,49.275938,-123.145939,6,8,0,4.55,951.0,Indian Restaurant
Jam Cafe,0.0,49.275938,-123.145939,6,8,274,4.3,1034.0,Breakfast & Brunch
Kahve,0.9307784989700338,49.275938,-123.145939,6,8,0,3.6,599.0,Café
Kibune Sushi Restaurant,0.8478500265588765,49.275938,-123.145939,6,8,0,3.65,748.0,Sushi Restaurant
Kits Beach Coffee,0.9747755451047456,49.275938,-123.145939,6,8,0,,421.0,Coffee Shop
Kosoo,0.0,49.275938,-123.145939,6,8,140,4.3,1771.0,Korean
LOCAL Public Eatery Kitsilano,0.9691398810680556,49.275938,-123.145939,6,8,0,3.95,776.0,Sports Bar
La Belle Patate,0.0,49.275938,-123.145939,6,8,588,4.1,1133.0,Poutineries
Las Margaritas,0.97320792361408,49.275938,-123.145939,6,8,0,3.75,910.0,Mexican Restaurant
Linh Cafe,0.0,49.275938,-123.145939,6,8,345,3.9,1200.0,Vietnamese
Long Table Distillery,0.9447704924404368,49.275938,-123.145939,6,8,0,4.0,984.0,Wine Bar
M8,0.6009820306528302,49.275938,-123.145939,6,8,0,,796.0,Asian Restaurant
Maenam,0.9350279192091931,49.275938,-123.145939,6,8,419,4.125,912.0,Thai Restaurant
Manoush'eh,0.0,49.275938,-123.145939,6,8,264,4.8,1470.0,Lebanese
Maxine's Cafe & Bar,0.0,49.275938,-123.145939,6,8,133,4.3,1081.0,Bars
Moltan Roll Bar + Sake,0.0,49.275938,-123.145939,6,8,54,3.9,417.0,Japanese
New Fuji,0.0,49.275938,-123.145939,6,8,45,4.3,574.0,Japanese
Noah's Cafe,0.0,49.275938,-123.145939,6,8,49,4.7,1437.0,Japanese
Nook,0.9463381139311025,49.275938,-123.145939,6,8,0,4.1,784.0,Pizzeria
Novo Italian,0.0,49.275938,-123.145939,6,8,176,3.9,1037.0,Wine Bars
Number E Food,0.0,49.275938,-123.145939,6,8,156,4.8,1098.0,Sandwiches
Octopus Garden,0.0,49.275938,-123.145939,6,8,160,3.9,458.0,Japanese
Octopus's Garden Restaurant,0.945431225465428,49.275938,-123.145939,6,8,0,3.65,473.0,Sushi Restaurant
Oddfish,0.0,49.275938,-123.145939,6,8,92,4.1,573.0,Seafood
Pane From Heaven,0.9362198297640796,49.275938,-123.145939,6,8,0,3.55,559.0,Bakery
Prado Cafe,0.95206446681436,49.275938,-123.145939,6,8,0,4.15,802.0,Café
Rain or Shine Ice Cream,0.9763690776944304,49.275938,-123.145939,6,8,0,4.45,903.0,Ice Cream Parlor
Raisu,0.0,49.275938,-123.145939,6,8,546,4.2,1263.0,Japanese
Ramen Danbo,0.0,49.275938,-123.145939,6,8,515,4.3,854.0,Ramen
Ramen Danbo - Robson,0.0,49.275938,-123.145939,6,8,707,4.4,1781.0,Ramen
RedBeef Noodle Kitchen,0.9597859743221008,49.275938,-123.145939,6,8,0,,875.0,Taiwanese Restaurant
Saku,0.0,49.275938,-123.145939,6,8,480,4.5,1781.0,Japanese
Salade de Fruits Cafe,0.0,49.275938,-123.145939,6,8,186,4.2,1234.0,French
Salmon n' Bannock,0.0,49.275938,-123.145939,6,8,246,4.5,1835.0,Canadian (New)
Score on Davie,0.0,49.275938,-123.145939,6,8,372,4.3,1086.0,Sports Bars
Shift Shakes,0.2958917952504955,49.275938,-123.145939,6,8,0,,566.0,Smoothie Shop
Siegel's Bagels,0.9899594491300348,49.275938,-123.145939,6,8,188,3.975,372.0,Bagel Shop
Sophie's Cosmic Cafe,0.947620713332556,49.275938,-123.145939,6,8,0,4.2,988.0,Diner
Starbucks,0.9902056045707178,49.275938,-123.145939,6,8,0,3.25,363.0,Coffee Shop
Stuart's Bakery,0.910399419591382,49.275938,-123.145939,6,8,0,3.95,888.0,Bakery
Sura Korean Cuisine,0.0,49.275938,-123.145939,6,8,467,4.1,1768.0,Korean
Tap & Barrel Bridges,0.9839480741575654,49.275938,-123.145939,6,8,0,3.45,766.0,Bar
The Bimini Public House,0.9347817637685102,49.275938,-123.145939,6,8,0,3.5,955.0,Pub
The Boathouse Restaurant,0.9812921865080908,49.275938,-123.145939,6,8,0,3.6,589.0,Restaurant
The Ellis,0.0,49.275938,-123.145939,6,8,92,4.2,835.0,Cocktail Bars
The Inukshuk,0.9911254485859018,49.275938,-123.145939,6,8,0,4.6,946.0,Public Art
The Keg Steakhouse + Bar,0.978960187596357,49.275938,-123.145939,6,8,0,3.95,911.0,Steakhouse
The Sandbar Seafood Restaurant,0.9702670138753936,49.275938,-123.145939,6,8,803,3.9250000000000003,978.5,Lounge
The Surfside Grill,0.7502040499047767,49.275938,-123.145939,6,8,0,,599.0,Restaurant
The Vancouver Fish Co,0.969191703266094,49.275938,-123.145939,6,8,0,3.95,907.0,Seafood Restaurant
Their There,0.9688289478798244,49.275938,-123.145939,6,8,0,3.95,981.0,Bakery
Tom Sushi,0.0,49.275938,-123.145939,6,8,309,4.7,1146.0,Sushi Bars
Tony's Fish & Oyster Cafe,0.95100211175457,49.275938,-123.145939,6,8,0,4.0,905.0,Seafood Restaurant
Tractor Everyday Healthy Foods,0.9593843522873022,49.275938,-123.145939,6,8,0,4.0,882.0,Café
TurF,0.9636726391749906,49.275938,-123.145939,6,8,0,4.0,944.0,Coffee Shop
Unchai Thai Restaurant,0.0,49.275938,-123.145939,6,8,97,4.4,1204.0,Thai
Viva Fine Foods & Bakery Inc,0.9522458445074948,49.275938,-123.145939,6,8,0,3.95,798.0,Bakery
Zefferelli's,0.0,49.275938,-123.145939,6,8,549,4.2,1761.0,Italian
Bella Roma Pizzeria & Ristorante,0.0,49.27594,-123.21482,9,10,65,3.3,1454.0,Italian
Blanca Bus Loop,0.0,49.27594,-123.21482,9,10,1,1.0,1338.0,Public Transportation
Bombay Masala Indian Restaurant,0.0,49.27594,-123.21482,9,10,29,4.6,1408.0,Indian
Boston Pizza,0.0,49.27594,-123.21482,9,10,0,0.0,1615.0,Pizza
Burgoo Bistro,0.0,49.27594,-123.21482,9,10,139,3.9,1479.0,Comfort Food
Chickasta Grill,0.0,49.27594,-123.21482,9,10,4,4.3,1442.0,Indian
D.I.C.E.D Cafe,0.8940365605607162,49.27594,-123.21482,9,10,0,,900.0,Café
DICED Discovery Cafe,0.0,49.27594,-123.21482,9,10,28,4.1,904.0,Breakfast & Brunch
Danoo Cafe,0.0,49.27594,-123.21482,9,10,13,3.6,1448.0,Breakfast & Brunch
Domino's Pizza,0.0,49.27594,-123.21482,9,10,1,5.0,1484.0,Pizza
Everyday Sushi,0.0,49.27594,-123.21482,9,10,32,3.2,1382.0,Sushi Bars
Four Olives,0.0,49.27594,-123.21482,9,10,37,4.1,1410.0,Mediterranean
Ginger & Chili Restaurant,0.0,49.27594,-123.21482,9,10,48,2.9,1469.0,Chinese
Gold Train Express,0.0,49.27594,-123.21482,9,10,45,3.2,1409.0,Vietnamese
Koi Sushi,0.0,49.27594,-123.21482,9,10,25,4.1,1407.0,Sushi Bars
Kuroishi Sushi,0.0,49.27594,-123.21482,9,10,6,4.0,1407.0,Sushi Bars
Little Umbrella,0.0,49.27594,-123.21482,9,10,1,5.0,1534.0,Cafes
Locarno Beach Cafe,0.0,49.27594,-123.21482,9,10,0,0.0,594.0,Burgers
Locarno Beach Concession,0.0,49.27594,-123.21482,9,10,1,3.0,858.0,Fish & Chips
Milano Casa Ristorante,0.0,49.27594,-123.21482,9,10,11,2.7,1486.0,Italian
Mix the Bakery,0.0,49.27594,-123.21482,9,10,52,3.5,1472.0,Bakeries
NSCS Discovery Cafe,0.8562452226411184,49.27594,-123.21482,9,10,0,,901.0,Café
Pizza Hut,0.0,49.27594,-123.21482,9,10,14,2.9,1404.0,Pizza
Rice Burger,0.0,49.27594,-123.21482,9,10,98,4.3,1457.0,Burgers
Salish Sea Coastal Rowing Club Vancouver,0.0,49.27594,-123.21482,9,10,0,,958.0,Seafood Restaurant
Subway,0.0,49.27594,-123.21482,9,10,6,4.3,1515.0,Sandwiches
Sun Sushi,0.0,49.27594,-123.21482,9,10,84,3.3,1422.0,Japanese
Takumi Japanese Restaurant,0.0,49.27594,-123.21482,9,10,33,3.7,1472.0,Japanese
The Galley Patio & Grill,0.0,49.27594,-123.21482,9,10,47,3.4,962.0,American
The Kitchen,0.0,49.27594,-123.21482,9,10,39,3.6,1446.0,Korean
Westward Ho! Public House & Grill Room,0.0,49.27594,-123.21482,9,10,28,2.9,1553.0,Canadian (New)
Windsure Adventure Watersports,0.8573593998989467,49.27594,-123.21482,9,10,0,,883.0,Amusement Park
Angus T,0.975397411481208,49.276115,-123.114496,12,2,0,4.2,390.0,Bakery
Bel Cafe,0.981603119696322,49.276115,-123.114496,12,2,0,4.05,856.0,"Cafe, Coffee, and Tea House"
Blue Water Cafe,0.0,49.276115,-123.114496,12,2,1160,4.4,481.0,Seafood
Browns Socialhouse QE Theatre,0.0,49.276115,-123.114496,12,2,73,4.2,432.0,Burgers
CRAFT Beer Market Vancouver,0.9945457136564448,49.276115,-123.114496,12,2,0,4.15,842.0,Beer Garden
Cactus Club Cafe,0.0,49.276115,-123.114496,12,2,985,4.2,1526.0,Canadian (New)
Cactus Club Cafe Yaletown,0.9838055631129594,49.276115,-123.114496,12,2,0,3.9,607.0,American Restaurant
Cafe Medina,0.9856452511433272,49.276115,-123.114496,12,2,0,4.45,523.0,Café
Caveman Cafe,0.0,49.276115,-123.114496,12,2,299,4.4,751.0,Organic Stores
Chambar,0.9941311360721364,49.276115,-123.114496,12,2,1635,4.325,544.0,Belgian Restaurant
Costco Food Court,0.9796209206213482,49.276115,-123.114496,12,2,0,3.75,491.0,Fast Food Restaurant
Creekside Park,0.9984712451578632,49.276115,-123.114496,12,2,0,4.5,870.0,Restaurant
Devil's Elbow Ale & Smoke House,0.96898441447394,49.276115,-123.114496,12,2,0,3.85,569.0,Bar
Di Beppe,0.0,49.276115,-123.114496,12,2,171,4.2,1005.0,Italian
District Bar & Restaurant,0.0,49.276115,-123.114496,12,2,102,3.9,198.0,Cocktail Bars
Dublin Calling,0.9931335587598948,49.276115,-123.114496,12,2,0,4.0,664.0,Pub
Earls,0.9896873825903326,49.276115,-123.114496,12,2,0,3.95,894.0,Restaurant
Fanny Bay Oyster Bar & Shellfish Market,0.9881068055501574,49.276115,-123.114496,12,2,913,4.475,277.5,Seafood Restaurant
Five Sails Restaurant,0.0,49.276115,-123.114496,12,2,223,4.3,1328.0,French
Frankie's Italian Kitchen & Bar,0.9682589037014004,49.276115,-123.114496,12,2,0,3.9,233.0,Lounge
Frankie's Italian Vancouver,0.0,49.276115,-123.114496,12,2,191,3.5,248.0,Italian
Fritz European Fry House,0.9913845595760944,49.276115,-123.114496,12,2,0,4.1,881.0,Fast Food Restaurant
Gotham Steakhouse & Bar,0.0,49.276115,-123.114496,12,2,461,4.1,762.0,Steakhouses
Gotham Steakhouse & Cocktail Bar,0.9868760283467424,49.276115,-123.114496,12,2,0,4.55,752.0,Steakhouse
Hawksworth Restaurant,0.0,49.276115,-123.114496,12,2,713,4.0,878.0,Canadian (New)
Hello Nori ,0.0,49.276115,-123.114496,12,2,285,4.5,1350.0,Japanese
Homer St. Cafe and Bar,0.0,49.276115,-123.114496,12,2,392,3.8,368.0,Canadian (New)
Honey Salt,0.993016958814308,49.276115,-123.114496,12,2,304,3.85,150.0,Restaurant
Ignite Pizzeria,0.0,49.276115,-123.114496,12,2,41,4.6,321.0,Pizza
JINYA Ramen Bar - Vancouver Downtown,0.9864873618614534,49.276115,-123.114496,12,2,487,3.9749999999999996,528.5,Ramen Restaurant
JJ Bean Coffee Roasters,0.984984518118336,49.276115,-123.114496,12,2,0,4.0,763.0,Coffee Shop
JOEY Burrard,0.9890136940158316,49.276115,-123.114496,12,2,0,4.15,994.0,New American Restaurant
Jam Cafe on Beatty,0.0,49.276115,-123.114496,12,2,1502,4.4,580.0,Breakfast & Brunch
Japadog,0.9951675800329072,49.276115,-123.114496,12,2,0,4.2,536.0,Hot Dog Joint
Joe Fortes Seafood & Chop House,0.0,49.276115,-123.114496,12,2,1387,4.0,1226.0,Seafood
Kokoro Tokyo Mazesoba,0.0,49.276115,-123.114496,12,2,506,4.1,811.0,Japanese
Kozak Ukrainian Restaurant,0.0,49.276115,-123.114496,12,2,87,4.6,1019.0,Ukrainian
La Casita Mexican Restaurant,0.9788954098488089,49.276115,-123.114496,12,2,0,3.9,933.0,American Restaurant
Le Petit Belge,0.0,49.276115,-123.114496,12,2,398,4.2,341.0,Bakeries
Lupo,0.0,49.276115,-123.114496,12,2,482,4.3,313.0,Italian
Lux Lounge,0.9847642737766722,49.276115,-123.114496,12,2,0,3.9,903.0,Bar
Manoush'eh,0.0,49.276115,-123.114496,12,2,264,4.8,815.0,Lebanese
Maruhachi Ra-Men,0.0,49.276115,-123.114496,12,2,275,4.1,286.0,Ramen
Matchstick Coffee Roasters,0.9882363610452536,49.276115,-123.114496,12,2,0,4.35,872.0,Café
Medina Cafe,0.0,49.276115,-123.114496,12,2,2748,4.2,515.0,Breakfast & Brunch
MeeT in Yaletown,0.978921320947828,49.276115,-123.114496,12,2,0,4.15,540.0,Vegan and Vegetarian Restaurant
Miku,0.0,49.276115,-123.114496,12,2,2457,4.4,1205.0,Japanese
Minami,0.0,49.276115,-123.114496,12,2,819,4.1,465.0,Japanese
Minami Restaurant,0.9645665720911551,49.276115,-123.114496,12,2,0,4.55,469.0,Sushi Restaurant
Mister,0.9777812325909804,49.276115,-123.114496,12,2,0,4.55,508.0,Ice Cream Parlor
Morrissey Irish Bar & Restaurant,0.9857488955394044,49.276115,-123.114496,12,2,0,4.15,907.0,Pub
Nelson the Seagull,0.969865391840595,49.276115,-123.114496,12,2,0,4.4,1003.0,Bakery
Nemesis Coffee,0.9855286511977406,49.276115,-123.114496,12,2,0,4.5,786.0,Coffee Shop
Nero Belgian Waffle Bar,0.983507585474238,49.276115,-123.114496,12,2,0,4.5,604.0,Dessert Shop
Notch8 Restaurant,0.9895837381942556,49.276115,-123.114496,12,2,0,4.05,981.0,Restaurant
Nuba in Gastown,0.0,49.276115,-123.114496,12,2,820,4.0,819.0,Mediterranean
OEB Breakfast Co,0.9820436083796494,49.276115,-123.114496,12,2,0,4.2,470.0,Dining and Drinking
OEB Breakfast Co. - Yaletown,0.0,49.276115,-123.114496,12,2,968,4.3,455.0,Breakfast & Brunch
Pallet Coffee Roasters,0.9884306942878982,49.276115,-123.114496,12,2,0,4.2,793.0,Coffee Shop
Phnom Penh,0.0,49.276115,-123.114496,12,2,1843,4.2,1210.0,Cambodian
Pho Khanh Express,0.0,49.276115,-123.114496,12,2,67,4.4,79.0,Vietnamese
Pourhouse Restaurant,0.978675165507145,49.276115,-123.114496,12,2,0,4.5,1005.0,Restaurant
Prado Cafe,0.9783124101208752,49.276115,-123.114496,12,2,0,4.05,828.0,Café
Provence Marinaside,0.9560677316128364,49.276115,-123.114496,12,2,0,4.15,500.0,French Restaurant
Revolver,0.9838832964100171,49.276115,-123.114496,12,2,0,4.65,871.0,Café
Robba da Matti,0.0,49.276115,-123.114496,12,2,544,4.2,472.0,Italian
Rocanini Coffee Roasters,0.0,49.276115,-123.114496,12,2,72,4.2,132.0,Coffee Roasteries
Rodney's Oyster House,0.0,49.276115,-123.114496,12,2,889,4.0,662.0,Seafood
Rogers Arena,0.9988210449946234,49.276115,-123.114496,12,2,0,4.4,464.0,Concert Hall
Saku,0.0,49.276115,-123.114496,12,2,480,4.5,1944.0,Japanese
Salmon n' Bannock,0.0,49.276115,-123.114496,12,2,246,4.5,1796.0,Canadian (New)
Social Corner,0.0,49.276115,-123.114496,12,2,305,3.6,399.0,Pizza
Straight Outta Brooklyn NYC Pizzeria,0.0,49.276115,-123.114496,12,2,254,4.1,366.0,Pizza
Sushi Jin,0.0,49.276115,-123.114496,12,2,151,4.6,778.0,Japanese
Tap & Barrel,0.9802168758987913,49.276115,-123.114496,12,2,0,3.85,771.0,Gastropub
Tendon Kohaku,0.0,49.276115,-123.114496,12,2,186,4.3,764.0,Japanese
Terra Breads,0.9784808322645004,49.276115,-123.114496,12,2,0,4.45,762.0,Bakery
The Cambie,0.9909181597937476,49.276115,-123.114496,12,2,0,3.95,891.0,Pub
The Famous Warehouse,0.9939497583790016,49.276115,-123.114496,12,2,0,3.95,703.0,Gastropub
The Flying Pig - Yaletown,0.0,49.276115,-123.114496,12,2,1397,4.0,557.0,Canadian (New)
The Greek By Anatoli,0.0,49.276115,-123.114496,12,2,282,3.8,388.0,Greek
The Keg Steakhouse + Bar,0.9859432287820488,49.276115,-123.114496,12,2,0,4.1,362.0,Steakhouse
The Magnet,0.972016013059194,49.276115,-123.114496,12,2,0,4.2,751.0,Beer Bar
The Mexican Antojitos Y Cantina,0.0,49.276115,-123.114496,12,2,422,4.3,752.0,Mexican
The Parlour,0.9807350978791766,49.276115,-123.114496,12,2,496,4.125,418.5,Pizzeria
The Pint Public House,0.987873605658984,49.276115,-123.114496,12,2,0,3.85,756.0,Pub
The Templeton,0.9903610711648334,49.276115,-123.114496,12,2,0,4.1,768.0,Bistro
The Victor,0.0,49.276115,-123.114496,12,2,267,3.5,184.0,Steakhouses
Timbertrain Coffee Roasters,0.9601098630598416,49.276115,-123.114496,12,2,0,4.4,930.0,Coffee Shop
Tokyo In April,0.0,49.276115,-123.114496,12,2,106,4.4,702.0,Japanese
Tutto,0.0,49.276115,-123.114496,12,2,74,4.2,414.0,Italian
WestOak,0.0,49.276115,-123.114496,12,2,280,3.5,368.0,Seafood
ZAC ZAC Japanese Curry House,0.9925764701309806,49.276115,-123.114496,12,2,0,4.15,586.0,Fast Food Restaurant
49th Parallel Coffee,0.9870833171388964,49.276292,-123.150592,7,23,0,4.35,968.0,Coffee Shop
Afghan Horsemen Restaurant,0.0,49.276292,-123.150592,7,23,273,3.9,1146.0,Middle Eastern
Ambiance Vins,0.7673831085545494,49.276292,-123.150592,7,23,0,,619.0,Winery
Ancora Waterfront Dining and Patio,0.0,49.276292,-123.150592,7,23,241,4.1,1335.0,Seafood
AnnaLena,0.9639317501651832,49.276292,-123.150592,7,23,377,4.5,671.0,Restaurant
Au Comptoir,0.0,49.276292,-123.150592,7,23,241,3.9,1020.0,French
Basil Pasta Bar,0.8543407568632023,49.276292,-123.150592,7,23,0,,622.0,Italian Restaurant
Be Fresh Local Market,0.9599414409162164,49.276292,-123.150592,7,23,0,3.7,664.0,Café
Beach Ave Bar And Grill,0.0,49.276292,-123.150592,7,23,34,4.5,1087.0,Seafood
Cacao70,0.7475999844533406,49.276292,-123.150592,7,23,0,,677.0,Breakfast Spot
Cafe Zen on Yew,0.9208415924961456,49.276292,-123.150592,7,23,0,3.6,653.0,Diner
Café Portrait,0.0,49.276292,-123.150592,7,23,85,4.4,1507.0,Cafes
Cantina Pana,0.1246323862826641,49.276292,-123.150592,7,23,0,,432.0,Mexican Restaurant
Cantina de Kitsilano,0.2659256092347157,49.276292,-123.150592,7,23,0,,660.0,Taco Restaurant
Casereccio Foods,0.0,49.276292,-123.150592,7,23,64,4.6,1432.0,Italian
Chewie's Chicken & Biscuits,0.0,49.276292,-123.150592,7,23,162,4.6,1599.0,Sandwiches
Chewie's Steam & Oyster Bar,0.9559899983157786,49.276292,-123.150592,7,23,0,4.15,680.0,Seafood Restaurant
Chewies Steam & Oyster Bar - Kits,0.0,49.276292,-123.150592,7,23,308,3.6,682.0,Seafood
Chi Vegan,0.0,49.276292,-123.150592,7,23,230,3.9,896.0,Vietnamese
Cixi Wonton,0.7527692487076839,49.276292,-123.150592,7,23,0,,933.0,Chinese Restaurant
Cockney Kings Fish & Chips,0.0,49.276292,-123.150592,7,23,26,4.9,436.0,Fish & Chips
Connie's Cook House,0.9154520839001388,49.276292,-123.150592,7,23,0,,915.0,Chinese Restaurant
Corduroy,0.9166439944550248,49.276292,-123.150592,7,23,0,4.3,431.0,Restaurant
Crêpe Café,0.2224338295308795,49.276292,-123.150592,7,23,0,,891.0,Café
Dark Table,0.0,49.276292,-123.150592,7,23,558,4.0,1348.0,Canadian (New)
Davie Dosa Company,0.0,49.276292,-123.150592,7,23,243,4.2,1386.0,Indian
Delara,0.0,49.276292,-123.150592,7,23,66,4.3,1027.0,Persian/Iranian
Delhi 6 Indian Bistro,0.0,49.276292,-123.150592,7,23,150,4.4,1295.0,Indian
Don at Kitsilano,0.0,49.276292,-123.150592,7,23,37,4.5,961.0,Asian Fusion
Doner Kebab,0.8935572052288597,49.276292,-123.150592,7,23,0,3.1,936.0,Fast Food Restaurant
Enroute Coffee,0.9636078614274424,49.276292,-123.150592,7,23,0,,676.0,Café
España Restaurant,0.0,49.276292,-123.150592,7,23,262,4.2,1502.0,Spanish
Fable Kitchen,0.0,49.276292,-123.150592,7,23,809,4.3,936.0,Canadian (New)
Glory Juice,0.8959280707891225,49.276292,-123.150592,7,23,0,3.65,967.0,Juice Bar
Gurkha Himalayan Kitchen,0.0,49.276292,-123.150592,7,23,233,4.1,1451.0,Himalayan/Nepalese
Indian Oven,0.976278388847863,49.276292,-123.150592,7,23,0,4.55,927.0,Indian Restaurant
Jam Cafe,0.9777423659424516,49.276292,-123.150592,7,23,274,4.175,918.5,Café
