distance,name,rating,review_count,latitude,longitude,category,bike_latitude,bike_longitude
1569,Lupo,4.3,482,49.278222058049096,-123.11735347768747,Italian,49.266724,-123.104824
1933,The Mexican Antojitos Y Cantina,4.3,422,49.2787726,-123.1240268,Mexican,49.266724,-123.104824
1288,OEB Breakfast Co. - Yaletown,4.3,968,49.273438,-123.119289,Breakfast & Brunch,49.266724,-123.104824
1985,Sushi Jin,4.6,151,49.2795794102629,-123.123817518353,Japanese,49.266724,-123.104824
399,CRAFT Beer Market,3.4,547,49.2702147,-123.1060713,Beer Bar,49.266724,-123.104824
376,Como Taperia,3.7,103,49.2647449,-123.1006898,Tapas Bars,49.266724,-123.104824
1547,Jam Cafe on Beatty,4.4,1502,49.2802586,-123.1096376,Breakfast & Brunch,49.266724,-123.104824
1043,Bodega On Main,3.8,236,49.27548853708847,-123.09968391901442,Spanish,49.266724,-123.104824
1293,Fassil Ethiopian Restaurant,4.3,155,49.262316686122,-123.08833077466,Ethiopian,49.266724,-123.104824
1494,Minami,4.1,819,49.2752733,-123.1207029,Japanese,49.266724,-123.104824
1439,Osteria Savio Volpe,4.2,481,49.2574913,-123.0909344,Italian,49.266724,-123.104824
393,Ophelia,3.5,83,49.2694549,-123.1083881,Mexican,49.266724,-123.104824
1050,Burgoo Bistros,3.9,526,49.25765498958033,-123.100815,Comfort Food,49.266724,-123.104824
1515,Les Faux Bourgeois,3.9,501,49.2572813531481,-123.089767330802,French,49.266724,-123.104824
1496,Oyster Express,4.5,173,49.2792784082144,-123.097397130932,Seafood,49.266724,-123.104824
1294,Sushi Hil,4.6,43,49.2554661,-123.1011451,Japanese,49.266724,-123.104824
295,Swiss Bakery,3.8,132,49.2683832324201,-123.10165840848,Bakeries,49.266724,-123.104824
1466,Bao Bei Chinese Brasserie,3.9,449,49.2796095312486,-123.100574596039,Chinese,49.266724,-123.104824
396,Indochine Kitchen,3.2,117,49.2631601,-123.1047,Asian Fusion,49.266724,-123.104824
309,Hon's Wonton House,3.2,69,49.2694661422672,-123.104120051588,Noodles,49.266724,-123.104824
633,AJ's Brooklyn Pizza Joint,4.2,175,49.2629437687572,-123.098307028413,Pizza,49.266724,-123.104824
963,Hokkaido Ramen Santouka,4.2,241,49.263127,-123.1168917,Noodles,49.266724,-123.104824
791,Maizal RMF,4.3,157,49.2600097,-123.1012988,Mexican,49.266724,-123.104824
294,Taco Nori Sushi Tacos,4.5,23,49.26550674,-123.10821533,Sushi Bars,49.266724,-123.104824
1585,The Parlour,3.9,496,49.276835,-123.120221,Pizza,49.266724,-123.104824
1628,Tasty Indian Bistro,4.0,248,49.2744011,-123.1236818,Indian,49.266724,-123.104824
1392,The Irish Heather Shebeen,4.1,259,49.27845932651142,-123.09813082383894,Irish,49.266724,-123.104824
1587,Browns Socialhouse QE Theatre,4.2,73,49.279919,-123.112788,Burgers,49.266724,-123.104824
769,Marulilu Cafe,4.0,298,49.26338,-123.11415,Cafes,49.266724,-123.104824
1587,Brix & Mortar,4.1,346,49.275633270546194,-123.12192123186074,Wine Bars,49.266724,-123.104824
1000,Salmon n' Bannock,4.5,246,49.2631378,-123.1296705,Canadian (New),49.256845,-123.120071
107,Hachibei Japanese Restaurant,3.8,84,49.256899,-123.1215336,Japanese,49.256845,-123.120071
389,Vij's Restaurant,4.0,455,49.25754,-123.11479,Indian,49.256845,-123.120071
738,Saku,4.3,273,49.2631006,-123.11667523250104,Japanese,49.256845,-123.120071
429,Indian Roti Kitchen,4.5,167,49.25901,-123.11538,Indian,49.256845,-123.120071
1522,The Fish Counter,4.4,384,49.250774041930285,-123.1012792,Fish & Chips,49.256845,-123.120071
1407,Anh and Chi,4.0,743,49.2550314422938,-123.100882202153,Vietnamese,49.256845,-123.120071
918,La Taqueria Pinche Taco Shop,4.2,708,49.263617,-123.112593,Mexican,49.256845,-123.120071
734,Hokkaido Ramen Santouka,4.2,241,49.263127,-123.1168917,Noodles,49.256845,-123.120071
444,Viet House,3.8,78,49.2546156379752,-123.114992380142,Vietnamese,49.256845,-123.120071
1443,Published On Main,4.3,167,49.25283186017385,-123.10116032897228,Tapas/Small Plates,49.256845,-123.120071
1597,Zakkushi Dining On Main,3.8,248,49.249124,-123.101552,Japanese,49.256845,-123.120071
408,Passion8 Dessert Cafe,4.1,219,49.258435242883,-123.11499774456,Desserts,49.256845,-123.120071
332,Osteria Elio Volpe,3.8,36,49.25585356808485,-123.11575714498758,Italian,49.256845,-123.120071
413,Café Gloucester,3.4,158,49.25552,-123.11472,Hong Kong Style Cafe,49.256845,-123.120071
1794,MeeT on Main,4.1,510,49.2467145032391,-123.100830778711,Comfort Food,49.256845,-123.120071
1400,Burgoo Bistros,3.9,526,49.25765498958033,-123.100815,Comfort Food,49.256845,-123.120071
1641,The Locus,3.9,274,49.2485,-123.10147,Lounges,49.256845,-123.120071
1766,Zarak By Afghan Kitchen,4.5,125,49.266224,-123.1006089,Afghan,49.256845,-123.120071
1389,Sushi Hil,4.6,43,49.2554661,-123.1011451,Japanese,49.256845,-123.120071
1513,Fable Diner,3.9,354,49.2630749,-123.1019822,Diners,49.256845,-123.120071
531,iDen & Quan Ju De Beijing Duck House,3.6,177,49.26021,-123.1148451,Chinese,49.256845,-123.120071
1712,Sula- Main Street,4.4,169,49.24797017503239,-123.10079066069838,Indian,49.256845,-123.120071
1405,Maizal RMF,4.3,157,49.2600097,-123.1012988,Mexican,49.256845,-123.120071
846,Marulilu Cafe,4.0,298,49.26338,-123.11415,Cafes,49.256845,-123.120071
900,Uma Sushi,4.3,131,49.2638048,-123.1137294,Japanese,49.256845,-123.120071
1721,Rocky Mountain Flatbread,4.2,256,49.2478,-123.10074,Gluten-Free,49.256845,-123.120071
859,Tonton Sushi,4.0,83,49.2497178,-123.115173,Japanese,49.256845,-123.120071
534,Joon's Kitchen,4.0,70,49.25814006151812,-123.1271603431787,Korean,49.256845,-123.120071
1841,The Shameful Tiki Room,4.3,436,49.2459581832992,-123.100953526306,Tiki Bars,49.256845,-123.120071
1952,Afghan Horsemen Restaurant,3.9,273,49.2694847203493,-123.138735294342,Middle Eastern,49.256845,-123.120071
369,Las Tortas,3.7,111,49.2554,-123.11561,Mexican,49.256845,-123.120071
864,Seaport City Seafood Restaurant,4.2,85,49.263921119674905,-123.115152,Dim Sum,49.256845,-123.120071
1741,Salade de Fruits Cafe,4.2,186,49.2655161,-123.1401237,French,49.256845,-123.120071
757,Dynasty Seafood Restaurant,3.6,361,49.2635999,-123.12138,Dim Sum,49.256845,-123.120071
474,Sushi 7,3.9,67,49.2541464081428,-123.115023834667,Sushi Bars,49.256845,-123.120071
1496,The Stable House Bistro,4.1,113,49.2597322720703,-123.140207185371,French,49.256845,-123.120071
1725,Trafiq Cafe & Bakery,4.4,336,49.2474862,-123.1011218,Cafes,49.256845,-123.120071
1769,Sawasdee Thai Restaurant,4.0,359,49.24703,-123.1008,Thai,49.256845,-123.120071
757,Peaceful Restaurant,3.6,643,49.263147,-123.116143,Chinese,49.256845,-123.120071
365,Thai Away Home,3.3,125,49.2556512,-123.1153209,Thai,49.256845,-123.120071
1583,The Acorn,3.9,500,49.24958,-123.10143,Vegan,49.256845,-123.120071
100,Ramson’s Pizzeria And Bar,4.7,7,49.25699119385799,-123.12143680665449,Bars,49.256845,-123.120071
1414,Suyo Modern Peruvian,4.5,51,49.2540292,-123.1010659958052,Peruvian,49.256845,-123.120071
1853,East is East,3.9,528,49.2452136,-123.1014916,Middle Eastern,49.256845,-123.120071
882,Menya Raizo,3.9,88,49.26336,-123.11314,Ramen,49.256845,-123.120071
404,Pho Xe Lua 24,3.8,119,49.2554137,-123.1149178,Vietnamese,49.256845,-123.120071
1707,Yugo Restaurant,4.1,134,49.24753,-123.10152,Japanese,49.256845,-123.120071
387,Alley 16,4.4,10,49.257017,-123.11474,Barbeque,49.256845,-123.120071
1352,Breakfast Table,4.3,281,49.25855,-123.13856,Breakfast & Brunch,49.256845,-123.120071
174,Lupo,4.3,482,49.278222058049096,-123.11735347768747,Italian,49.279259,-123.119145
202,Medina Cafe,4.2,2748,49.2804429972571,-123.117036269849,Breakfast & Brunch,49.279259,-123.119145
148,JINYA Ramen Bar - Vancouver Downtown,3.9,487,49.28031515071204,-123.1179057,Ramen,49.279259,-123.119145
90,Tutto,4.2,74,49.2784091,-123.1187139,Italian,49.279259,-123.119145
119,Homer St. Cafe and Bar,3.8,392,49.27842589023651,-123.11812388962127,Canadian (New),49.279259,-123.119145
373,Fanny Bay Oyster Bar & Shellfish Market,4.4,913,49.2787525,-123.1138689,Seafood,49.279259,-123.119145
278,Tendon Kohaku,4.3,186,49.28107123873706,-123.12179426645872,Japanese,49.279259,-123.119145
374,Blue Water Cafe,4.4,1160,49.2761945,-123.1209935,Seafood,49.279259,-123.119145
514,The Flying Pig - Yaletown,4.0,1397,49.27501,-123.122,Canadian (New),49.279259,-123.119145
281,The Parlour,3.9,496,49.276835,-123.120221,Pizza,49.279259,-123.119145
89,Social Corner,3.6,305,49.2785831916346,-123.118480343303,Pizza,49.279259,-123.119145
123,Japadog,3.9,932,49.28023880376068,-123.1183512558197,Japanese,49.279259,-123.119145
341,Sushi Jin,4.6,151,49.2795794102629,-123.123817518353,Japanese,49.279259,-123.119145
1623,Guu with Garlic,4.3,1105,49.290249,-123.1338142,Japanese,49.279259,-123.119145
460,Hawksworth Restaurant,4.0,713,49.2833971,-123.1191704,Canadian (New),49.279259,-123.119145
959,Miku,4.4,2457,49.28691298612272,-123.11304877258942,Japanese,49.279259,-123.119145
256,Maruhachi Ra-Men,4.1,275,49.27854065320407,-123.1157914,Ramen,49.279259,-123.119145
234,Nero Waffles,4.4,583,49.27834403099929,-123.122044653573,Waffles,49.279259,-123.119145
357,The Mexican Antojitos Y Cantina,4.3,422,49.2787726,-123.1240268,Mexican,49.279259,-123.119145
208,Cavo Bar and Kitchen,3.5,135,49.2801605,-123.1216592,Bars,49.279259,-123.119145
747,Joe Fortes Seafood & Chop House,4.0,1387,49.284968691771624,-123.12455980835064,Seafood,49.279259,-123.119145
183,Straight Outta Brooklyn NYC Pizzeria,4.1,254,49.2791165,-123.1166227,Pizza,49.279259,-123.119145
454,Robba da Matti,4.2,544,49.2753397,-123.1208967,Italian,49.279259,-123.119145
89,Cibo Trattoria,3.5,146,49.27946,-123.12045,Italian,49.279259,-123.119145
89,Uva Wine & Cocktail Bar,3.9,218,49.27946,-123.12045,Wine Bars,49.279259,-123.119145
474,JOEY Burrard,4.1,651,49.282606,-123.1231879,Canadian (New),49.279259,-123.119145
205,The Lennox Pub,3.5,148,49.2810599,-123.11969,Pubs,49.279259,-123.119145
1821,Kingyo,4.4,1241,49.29073911099211,-123.13705023185994,Japanese,49.279259,-123.119145
215,Le Petit Belge,4.2,398,49.2789656680049,-123.116212114692,Bakeries,49.279259,-123.119145
622,Rodney's Oyster House,4.0,889,49.274326,-123.123131,Seafood,49.279259,-123.119145
317,WestOak,3.5,280,49.2764158,-123.1195458,Seafood,49.279259,-123.119145
490,Italian Kitchen,3.8,731,49.2825685,-123.1236112,Italian,49.279259,-123.119145
343,The Greek By Anatoli,3.8,282,49.276285,-123.1197178,Greek,49.279259,-123.119145
516,Boulevard,4.0,317,49.2827182,-123.123884,Seafood,49.279259,-123.119145
676,Chambar,4.2,1635,49.2801460007961,-123.109925328073,Belgian,49.279259,-123.119145
296,Glowbal,3.2,595,49.2815627886161,-123.117092920094,Canadian (New),49.279259,-123.119145
469,Gotham Steakhouse & Bar,4.1,461,49.28290359590047,-123.115883832301,Steakhouses,49.279259,-123.119145
462,Minami,4.1,819,49.2752733,-123.1207029,Japanese,49.279259,-123.119145
645,OEB Breakfast Co. - Yaletown,4.3,968,49.273438,-123.119289,Breakfast & Brunch,49.279259,-123.119145
556,Manoush'eh,4.8,264,49.27667072314417,-123.12570086148996,Lebanese,49.279259,-123.119145
867,Hello Nori ,4.5,285,49.28559747478766,-123.1261163,Japanese,49.279259,-123.119145
1459,Saku,4.5,480,49.289223,-123.132266,Japanese,49.279259,-123.119145
311,Tacofino,3.7,177,49.2764357,-123.1194951,Mexican,49.279259,-123.119145
434,Bacchus Restaurant & Lounge,4.1,216,49.28232,-123.12281,Lounges,49.279259,-123.119145
291,The Keg Steakhouse + Bar- Yaletown,3.7,313,49.27665,-123.11944,Steakhouses,49.279259,-123.119145
401,Elisa,4.2,254,49.27597599917006,-123.12142339325408,Steakhouses,49.279259,-123.119145
236,Ignite Pizzeria,4.6,41,49.27724,-123.11858,Pizza,49.279259,-123.119145
437,Shizen Ya,4.2,604,49.2808844,-123.1246278,Japanese,49.279259,-123.119145
1064,Five Sails Restaurant,4.3,223,49.2880313351364,-123.113292160758,French,49.279259,-123.119145
699,Cactus Club Cafe,4.1,536,49.28554081466174,-123.11881637137162,Canadian (New),49.279259,-123.119145
93,Fanny Bay Oyster Bar & Shellfish Market,4.4,913,49.2787525,-123.1138689,Seafood,49.277773,-123.114237
232,Lupo,4.3,482,49.278222058049096,-123.11735347768747,Italian,49.277773,-123.114237
249,Browns Socialhouse QE Theatre,4.2,73,49.279919,-123.112788,Burgers,49.277773,-123.114237
141,Maruhachi Ra-Men,4.1,275,49.27854065320407,-123.1157914,Ramen,49.277773,-123.114237
360,Medina Cafe,4.2,2748,49.2804429972571,-123.117036269849,Breakfast & Brunch,49.277773,-123.114237
15,District Bar & Restaurant,3.9,102,49.2778742,-123.1141061,Cocktail Bars,49.277773,-123.114237
291,Homer St. Cafe and Bar,3.8,392,49.27842589023651,-123.11812388962127,Canadian (New),49.277773,-123.114237
1020,Miku,4.4,2457,49.28691298612272,-123.11304877258942,Japanese,49.277773,-123.114237
640,The Flying Pig - Yaletown,4.0,1397,49.27501,-123.122,Canadian (New),49.277773,-123.114237
1989,Guu with Garlic,4.3,1105,49.290249,-123.1338142,Japanese,49.277773,-123.114237
409,Chambar,4.2,1635,49.2801460007961,-123.109925328073,Belgian,49.277773,-123.114237
531,Blue Water Cafe,4.4,1160,49.2761945,-123.1209935,Seafood,49.277773,-123.114237
228,Straight Outta Brooklyn NYC Pizzeria,4.1,254,49.2791165,-123.1166227,Pizza,49.277773,-123.114237
78,Frankie's Italian Vancouver,3.5,191,49.27822637676591,-123.11341224914922,Italian,49.277773,-123.114237
285,Honey Salt,3.5,304,49.2753742,-123.1128477,Canadian (New),49.277773,-123.114237
388,JINYA Ramen Bar - Vancouver Downtown,3.9,487,49.28031515071204,-123.1179057,Ramen,49.277773,-123.114237
302,The Victor,3.5,267,49.27540569887477,-123.1121986054184,Steakhouses,49.277773,-123.114237
195,Le Petit Belge,4.2,398,49.2789656680049,-123.116212114692,Bakeries,49.277773,-123.114237
321,Social Corner,3.6,305,49.2785831916346,-123.118480343303,Pizza,49.277773,-123.114237
348,Tutto,4.2,74,49.2784091,-123.1187139,Italian,49.277773,-123.114237
754,Rodney's Oyster House,4.0,889,49.274326,-123.123131,Seafood,49.277773,-123.114237
583,Gotham Steakhouse & Bar,4.1,461,49.28290359590047,-123.115883832301,Steakhouses,49.277773,-123.114237
554,Robba da Matti,4.2,544,49.2753397,-123.1208967,Italian,49.277773,-123.114237
1096,Joe Fortes Seafood & Chop House,4.0,1387,49.284968691771624,-123.12455980835064,Seafood,49.277773,-123.114237
603,OEB Breakfast Co. - Yaletown,4.3,968,49.273438,-123.119289,Breakfast & Brunch,49.277773,-123.114237
96,Rocanini Coffee Roasters,4.2,72,49.27719779103568,-123.11522535767266,Coffee Roasteries,49.277773,-123.114237
432,Jam Cafe on Beatty,4.4,1502,49.2802586,-123.1096376,Breakfast & Brunch,49.277773,-123.114237
1824,Saku,4.5,480,49.289223,-123.132266,Japanese,49.277773,-123.114237
551,Minami,4.1,819,49.2752733,-123.1207029,Japanese,49.277773,-123.114237
721,Hawksworth Restaurant,4.0,713,49.2833971,-123.1191704,Canadian (New),49.277773,-123.114237
1165,Phnom Penh,4.2,1843,49.278431,-123.098205,Cambodian,49.277773,-123.114237
576,Tokyo In April,4.4,106,49.2806813,-123.1073936,Japanese,49.277773,-123.114237
442,The Greek By Anatoli,3.8,282,49.276285,-123.1197178,Greek,49.277773,-123.114237
1143,Five Sails Restaurant,4.3,223,49.2880313351364,-123.113292160758,French,49.277773,-123.114237
1349,Cactus Club Cafe,4.2,985,49.28963138752227,-123.11817709999995,Canadian (New),49.277773,-123.114237
841,Manoush'eh,4.8,264,49.27667072314417,-123.12570086148996,Lebanese,49.277773,-123.114237
660,Tendon Kohaku,4.3,186,49.28107123873706,-123.12179426645872,Japanese,49.277773,-123.114237
1225,Hello Nori ,4.5,285,49.28559747478766,-123.1261163,Japanese,49.277773,-123.114237
446,The Parlour,3.9,496,49.276835,-123.120221,Pizza,49.277773,-123.114237
1989,Maruhachi Ra-men,4.3,794,49.2905691,-123.1333951,Ramen,49.277773,-123.114237
723,Sushi Jin,4.6,151,49.2795794102629,-123.123817518353,Japanese,49.277773,-123.114237
647,Nuba in Gastown,4.0,820,49.2827625062516,-123.109646101134,Mediterranean,49.277773,-123.114237
718,The Mexican Antojitos Y Cantina,4.3,422,49.2787726,-123.1240268,Mexican,49.277773,-123.114237
414,WestOak,3.5,280,49.2764158,-123.1195458,Seafood,49.277773,-123.114237
882,Kozak Ukrainian Restaurant,4.6,87,49.282654874794794,-123.1046559827506,Ukrainian,49.277773,-123.114237
622,Caveman Cafe,4.4,299,49.280802324947445,-123.10703500282293,Organic Stores,49.277773,-123.114237
1882,The Red Accordion,4.6,123,49.29025,-123.131768,Cocktail Bars,49.277773,-123.114237
843,JOEY Burrard,4.1,651,49.282606,-123.1231879,Canadian (New),49.277773,-123.114237
925,Cactus Club Cafe,4.1,536,49.28554081466174,-123.11881637137162,Canadian (New),49.277773,-123.114237
160,Original Joe's Restaurant & Bar,3.0,84,49.2786007374132,-123.116040515343,Bars,49.277773,-123.114237
114,Kozak Ukrainian Restaurant,4.6,87,49.282654874794794,-123.1046559827506,Ukrainian,49.283482,-123.103738
60,Twisted Fork,4.1,1147,49.283194,-123.104445,French,49.283482,-123.103738
51,Six Acres,3.9,309,49.283363150344336,-123.1044223000027,Pubs,49.283482,-123.103738
61,L'Abattoir,4.2,614,49.2831869855333,-123.104450140894,French,49.283482,-123.103738
135,Di Beppe,4.2,171,49.28237705581659,-123.10450043738042,Italian,49.283482,-123.103738
178,PiDGiN,4.0,347,49.2819071402452,-123.104188653967,Japanese,49.283482,-123.103738
24,LOCAL Public Eatery Gastown,4.3,175,49.2835742,-123.1039517,Gastropubs,49.283482,-123.103738
81,MeeT,4.1,536,49.28343624826065,-123.1048494822089,Comfort Food,49.283482,-123.103738
121,Gringo,4.3,301,49.2831553214634,-123.105335897068,Mexican,49.283482,-123.103738
136,The Old Spaghetti Factory,3.4,334,49.2838595,-123.1055048,Italian,49.283482,-123.103738
269,Alibi Room,4.3,583,49.284201944511,-123.1001915385,Pubs,49.283482,-123.103738
776,Miku,4.4,2457,49.28691298612272,-123.11304877258942,Japanese,49.283482,-123.103738
390,Chinatown BBQ,4.4,362,49.280294,-123.1015,Barbeque,49.283482,-123.103738
72,Takenaka Uni Bar,4.5,27,49.283034,-123.1030239,Seafood,49.283482,-123.103738
84,Brioche Ristorante,3.9,271,49.2834854,-123.1025831,Italian,49.283482,-123.103738
57,Zoomak Korean Tavern,4.1,53,49.28343,-123.10292,Korean,49.283482,-123.103738
26,Guilt & Company,3.9,316,49.28369,-123.10398,Music Venues,49.283482,-123.103738
278,Calabash Bistro,4.0,300,49.281004479966,-123.104228199529,Caribbean,49.283482,-123.103738
690,Phnom Penh,4.2,1843,49.278431,-123.098205,Cambodian,49.283482,-123.103738
238,La Casita,3.2,330,49.2831,-123.10693,Mexican,49.283482,-123.103738
582,Chambar,4.2,1635,49.2801460007961,-123.109925328073,Belgian,49.283482,-123.103738
347,Pourhouse Restaurant,4.0,593,49.2841134475502,-123.10842879595,Cocktail Bars,49.283482,-123.103738
927,Fanny Bay Oyster Bar & Shellfish Market,4.4,913,49.2787525,-123.1138689,Seafood,49.283482,-123.103738
382,Caveman Cafe,4.4,299,49.280802324947445,-123.10703500282293,Organic Stores,49.283482,-123.103738
433,Tokyo In April,4.4,106,49.2806813,-123.1073936,Japanese,49.283482,-123.103738
162,Tekkaba,4.5,33,49.282196,-123.102732,Sushi Bars,49.283482,-123.103738
193,Sooda Korean BBQ,4.6,48,49.282678,-123.106049,Korean,49.283482,-123.103738
109,Waffleland Cafe,4.0,51,49.2834917,-123.1050237,Waffles,49.283482,-123.103738
65,Birds & the Beets,4.2,169,49.28343,-123.10282,Breakfast & Brunch,49.283482,-123.103738
63,Monarca,4.1,34,49.28378619999999,-123.1044645,Mexican,49.283482,-123.103738
39,Skewers Souvlaki Pita Bar,4.5,36,49.28317,-123.10286,Greek,49.283482,-123.103738
417,St Lawrence Restaurant,4.3,176,49.2832584031253,-123.097993419888,French,49.283482,-123.103738
436,Nuba in Gastown,4.0,820,49.2827625062516,-123.109646101134,Mediterranean,49.283482,-123.103738
1624,The Flying Pig - Yaletown,4.0,1397,49.27501,-123.122,Canadian (New),49.283482,-123.103738
409,Cuchillo,4.1,308,49.283262611469,-123.098110155039,Latin American,49.283482,-123.103738
858,Five Sails Restaurant,4.3,223,49.2880313351364,-123.113292160758,French,49.283482,-123.103738
37,Robba Da Matti,4.6,27,49.283146323514835,-123.10375675641404,Italian,49.283482,-123.103738
380,Black Frog Eatery,3.8,229,49.284598,-123.108687,Pubs,49.283482,-123.103738
1502,Blue Water Cafe,4.4,1160,49.2761945,-123.1209935,Seafood,49.283482,-123.103738
452,Ask For Luigi,4.1,562,49.2844485,-123.0976786,Italian,49.283482,-123.103738
488,Bao Bei Chinese Brasserie,3.9,449,49.2796095312486,-123.100574596039,Chinese,49.283482,-123.103738
38,Sitar,3.6,94,49.2831582,-123.1038459,Indian,49.283482,-123.103738
200,Silk Lounge,4.3,79,49.28307920881428,-123.10105578508488,Indian,49.283482,-123.103738
70,The Greek,3.6,52,49.283053971392974,-123.10445017350251,Greek,49.283482,-123.103738
1251,Cactus Club Cafe,4.2,985,49.28963138752227,-123.11817709999995,Canadian (New),49.283482,-123.103738
395,Water Street Cafe,3.5,358,49.2842264,-123.1090181,Italian,49.283482,-123.103738
1740,Rodney's Oyster House,4.0,889,49.274326,-123.123131,Seafood,49.283482,-123.103738
189,Clough Club,3.7,109,49.2836213274416,-123.106336267409,Lounges,49.283482,-123.103738
559,Jam Cafe on Beatty,4.4,1502,49.2802586,-123.1096376,Breakfast & Brunch,49.283482,-123.103738
640,The Mackenzie Room,4.5,215,49.2832349,-123.0948578,Canadian (New),49.283482,-123.103738
211,Published On Main,4.3,167,49.25283186017385,-123.10116032897228,Tapas/Small Plates,49.25094,-123.101306
205,Zakkushi Dining On Main,3.8,248,49.249124,-123.101552,Japanese,49.25094,-123.101306
19,The Fish Counter,4.4,384,49.250774041930285,-123.1012792,Fish & Chips,49.25094,-123.101306
70,Sun Sui Wah Seafood Restaurant,3.6,616,49.25053,-123.1006,Seafood,49.25094,-123.101306
270,The Locus,3.9,274,49.2485,-123.10147,Lounges,49.25094,-123.101306
456,Anh and Chi,4.0,743,49.2550314422938,-123.100882202153,Vietnamese,49.25094,-123.101306
47,Bob Likes Thai Food,3.6,199,49.25134,-123.10133,Thai,49.25094,-123.101306
150,The Acorn,3.9,500,49.24958,-123.10143,Vegan,49.25094,-123.101306
332,Sula- Main Street,4.4,169,49.24797017503239,-123.10079066069838,Indian,49.25094,-123.101306
25,Portland Craft,3.2,199,49.25069,-123.10137,Pubs,49.25094,-123.101306
184,District Eleven,4.2,44,49.2489934,-123.1012049,Vietnamese,49.25094,-123.101306
377,Yugo Restaurant,4.1,134,49.24753,-123.10152,Japanese,49.25094,-123.101306
350,Rocky Mountain Flatbread,4.2,256,49.2478,-123.10074,Gluten-Free,49.25094,-123.101306
106,The French Table Bistro,3.5,131,49.2500105,-123.1008117,French,49.25094,-123.101306
344,Suyo Modern Peruvian,4.5,51,49.2540292,-123.1010659958052,Peruvian,49.25094,-123.101306
471,MeeT on Main,4.1,510,49.2467145032391,-123.100830778711,Comfort Food,49.25094,-123.101306
384,Trafiq Cafe & Bakery,4.4,336,49.2474862,-123.1011218,Cafes,49.25094,-123.101306
46,Sushi Mania,3.8,169,49.2505379542326,-123.101179728836,Japanese,49.25094,-123.101306
433,Sawasdee Thai Restaurant,4.0,359,49.24703,-123.1008,Thai,49.25094,-123.101306
490,Sushi Hil,4.6,43,49.2554661,-123.1011451,Japanese,49.25094,-123.101306
296,Cambie Vietnamese Restaurant,3.8,86,49.24828,-123.1007,Vietnamese,49.25094,-123.101306
1314,Seasons In the Park,4.0,575,49.2416705486198,-123.112535476685,Seafood,49.25094,-123.101306
1753,Saku,4.3,273,49.2631006,-123.11667523250104,Japanese,49.25094,-123.101306
748,Burgoo Bistros,3.9,526,49.25765498958033,-123.100815,Comfort Food,49.25094,-123.101306
1095,Les Faux Bourgeois,3.9,501,49.2572813531481,-123.089767330802,French,49.25094,-123.101306
305,Boiling Point,3.7,94,49.248211,-123.100761,Taiwanese,49.25094,-123.101306
1630,La Taqueria Pinche Taco Shop,4.2,708,49.263617,-123.112593,Mexican,49.25094,-123.101306
1577,Fassil Ethiopian Restaurant,4.3,155,49.262316686122,-123.08833077466,Ethiopian,49.25094,-123.101306
285,Hawkers Delight Deli,3.9,370,49.248375,-123.101287,Delis,49.25094,-123.101306
1048,Osteria Savio Volpe,4.2,481,49.2574913,-123.0909344,Italian,49.25094,-123.101306
1006,Maizal RMF,4.3,157,49.2600097,-123.1012988,Mexican,49.25094,-123.101306
555,The Shameful Tiki Room,4.3,436,49.2459581832992,-123.100953526306,Tiki Bars,49.25094,-123.101306
1344,Fable Diner,3.9,354,49.2630749,-123.1019822,Diners,49.25094,-123.101306
126,Ramen Kounotori,4.5,25,49.249832,-123.100779,Ramen,49.25094,-123.101306
246,Foglifter Coffee Roasters,3.9,28,49.2531365,-123.1007951,Cafes,49.25094,-123.101306
613,East is East,3.9,528,49.2452136,-123.1014916,Middle Eastern,49.25094,-123.101306
1763,Hokkaido Ramen Santouka,4.2,241,49.263127,-123.1168917,Noodles,49.25094,-123.101306
1352,AJ's Brooklyn Pizza Joint,4.2,175,49.2629437687572,-123.098307028413,Pizza,49.25094,-123.101306
1098,Sal y Limón,3.9,681,49.2569043786921,-123.08924632997,Mexican,49.25094,-123.101306
1353,Indian Roti Kitchen,4.5,167,49.25901,-123.11538,Indian,49.25094,-123.101306
1005,Tonton Sushi,4.0,83,49.2497178,-123.115173,Japanese,49.25094,-123.101306
1693,Uma Sushi,4.3,131,49.2638048,-123.1137294,Japanese,49.25094,-123.101306
841,Batard Boulangerie & Cafe Moderne,4.3,148,49.2495337429805,-123.089919893626,Coffee & Tea,49.25094,-123.101306
897,Pizza Carano,4.3,160,49.2472163,-123.090345,Pizza,49.25094,-123.101306
1227,Vij's Restaurant,4.0,455,49.25754,-123.11479,Indian,49.25094,-123.101306
297,East West Market,4.3,35,49.24823,-123.10147,Grocery,49.25094,-123.101306
111,Lila Restaurant,4.5,8,49.249938294959655,-123.1013545,Indian,49.25094,-123.101306
1362,Song,4.4,44,49.2629749,-123.0986667,Thai,49.25094,-123.101306
259,Helen's Grill,3.3,96,49.24863,-123.10067,Diners,49.25094,-123.101306
1252,The Farmhouse,4.1,34,49.26185879464837,-123.09710762514682,Italian,49.25094,-123.101306
1272,Miku,4.4,2457,49.28691298612272,-123.11304877258942,Japanese,49.276294,-123.106534
607,Fanny Bay Oyster Bar & Shellfish Market,4.4,913,49.2787525,-123.1138689,Seafood,49.276294,-123.106534
649,Phnom Penh,4.2,1843,49.278431,-123.098205,Cambodian,49.276294,-123.106534
494,Chambar,4.2,1635,49.2801460007961,-123.109925328073,Belgian,49.276294,-123.106534
