distance_foursquare,name,popularity,rating_foursquare,latitude_foursquare,longitude_foursquare,category_foursquare,bike_latitude,bike_longitude,free_bikes,empty_slots,distance_yelp,rating_yelp,review_count,latitude_yelp,longitude_yelp,category_yelp
,Medina Cafe,,,,,,49.279764,-123.110154,11,14,505.0,4.2,2748.0,49.2804429972571,-123.117036269849,Breakfast & Brunch
993.0,MeeT in Yaletown,0.978921320947828,8.3,49.275006,-123.121748,Vegan and Vegetarian Restaurant,49.279764,-123.110154,11,14,,,,,,
829.0,Mello,0.9818751862360242,8.4,49.280489,-123.098771,Donut Shop,49.279764,-123.110154,11,14,,,,,,
784.0,Miku,0.9939886250275304,9.0,49.286766,-123.112205,Sushi Restaurant,49.279764,-123.110154,11,14,822.0,4.4,2457.0,49.28691298612272,-123.11304877258942,Japanese
963.0,Mister,0.9777812325909804,9.1,49.275114,-123.121514,Ice Cream Parlor,49.279764,-123.110154,11,14,,,,,,
504.0,Nelson the Seagull,0.969865391840595,8.8,49.282251,-123.104519,Bakery,49.279764,-123.110154,11,14,,,,,,
314.0,Nemesis Coffee,0.9855286511977406,9.0,49.282787,-123.110244,Coffee Shop,49.279764,-123.110154,11,14,339.0,4.4,324.0,49.28281595985871,-123.11027107703038,Cafes
872.0,Nero Belgian Waffle Bar,0.983507585474238,9.0,49.278311,-123.122111,Dessert Shop,49.279764,-123.110154,11,14,,,,,,
652.0,New Town Bakery & Restaurant,0.9888711829712256,8.3,49.280309,-123.100946,Bakery,49.279764,-123.110154,11,14,,,,,,
891.0,Notch8 Restaurant,0.9895837381942556,8.1,49.283844,-123.120961,Restaurant,49.279764,-123.110154,11,14,,,,,,
,Nuba in Gastown,,,,,,49.279764,-123.110154,11,14,335.0,4.0,820.0,49.2827625062516,-123.109646101134,Mediterranean
979.0,OEB Breakfast Co,0.9820436083796494,8.4,49.273374,-123.119419,Dining and Drinking,49.279764,-123.110154,11,14,,,,,,
846.0,Palate Kitchen,0.9850363403163744,7.8,49.286535,-123.115512,Breakfast Spot,49.279764,-123.110154,11,14,,,,,,
988.0,Pallet Coffee Roasters,0.9884306942878982,8.4,49.279891,-123.123788,Coffee Shop,49.279764,-123.110154,11,14,,,,,,
,PappaRoti,,,,,,49.279764,-123.110154,11,14,115.0,4.4,49.0,49.28006887139611,-123.10863661453732,Coffee & Tea
876.0,Phnom Penh,0.9910606708383536,9.0,49.278403,-123.098188,Cambodian Restaurant,49.279764,-123.110154,11,14,879.0,4.2,1843.0,49.278431,-123.098205,Cambodian
,Pholicious,,,,,,49.279764,-123.110154,11,14,409.0,4.3,180.0,49.28297,-123.11279,Vietnamese
,PiDGiN,,,,,,49.279764,-123.110154,11,14,494.0,4.0,347.0,49.2819071402452,-123.104188653967,Japanese
,Pizzeria Ludica,,,,,,49.279764,-123.110154,11,14,125.0,4.0,202.0,49.2800427277576,-123.108486811639,Pizza
512.0,Pourhouse Restaurant,0.978675165507145,9.0,49.284105,-123.108409,Restaurant,49.279764,-123.110154,11,14,500.0,4.0,593.0,49.2841134475502,-123.10842879595,Cocktail Bars
385.0,Revolver,0.9838832964100171,9.3,49.283261,-123.109473,Café,49.279764,-123.110154,11,14,,,,,,
,Robba da Matti,,,,,,49.279764,-123.110154,11,14,922.0,4.2,544.0,49.2753397,-123.1208967,Italian
,Rodney's Oyster House,,,,,,49.279764,-123.110154,11,14,1123.0,4.0,889.0,49.274326,-123.123131,Seafood
229.0,Rogers Arena,0.9988210449946234,8.8,49.277856,-123.108688,Concert Hall,49.279764,-123.110154,11,14,,,,,,
601.0,Steamworks Brewing Co,0.9990283337867776,8.6,49.284949,-123.110915,Bar,49.279764,-123.110154,11,14,,,,,,
,Sushi Den,,,,,,49.279764,-123.110154,11,14,181.0,3.2,184.0,49.2793121337891,-123.107757568359,Japanese
,TAKO,,,,,,49.279764,-123.110154,11,14,171.0,4.0,229.0,49.278816,-123.1078822,Korean
,Tendon Kohaku,,,,,,49.279764,-123.110154,11,14,857.0,4.3,186.0,49.28107123873706,-123.12179426645872,Japanese
949.0,Terra Breads,0.9784808322645004,8.9,49.271451,-123.107006,Bakery,49.279764,-123.110154,11,14,,,,,,
401.0,The Cambie,0.9909181597937476,7.9,49.283214,-123.109063,Pub,49.279764,-123.110154,11,14,,,,,,
,The Dirty Apron Delicatessen,,,,,,49.279764,-123.110154,11,14,111.0,4.5,73.0,49.2805632,-123.1091772,Cafes
911.0,The Famous Warehouse,0.9939497583790016,7.9,49.279552,-123.122866,Gastropub,49.279764,-123.110154,11,14,,,,,,
,The Flying Pig - Yaletown,,,,,,49.279764,-123.110154,11,14,1008.0,4.0,1397.0,49.27501,-123.122,Canadian (New)
607.0,The Keg Steakhouse + Bar,0.9937165584878282,8.8,49.283447,-123.116466,Steakhouse,49.279764,-123.110154,11,14,,,,,,
,The Magnet,,,,,,49.279764,-123.110154,11,14,305.0,4.7,29.0,49.28242131064444,-123.11118325952978,Beer Bar
560.0,The Old Spaghetti Factory,0.9931983365074428,8.3,49.283831,-123.105302,Italian Restaurant,49.279764,-123.110154,11,14,,,,,,
797.0,The Parlour,0.9807350978791766,8.7,49.276782,-123.120196,Pizzeria,49.279764,-123.110154,11,14,,,,,,
245.0,The Pint Public House,0.987873605658984,7.7,49.281376,-123.10769,Pub,49.279764,-123.110154,11,14,,,,,,
698.0,Tim Hortons,0.9871869615349737,7.8,49.284899,-123.115616,"Cafe, Coffee, and Tea House",49.279764,-123.110154,11,14,,,,,,
,Tokyo In April,,,,,,49.279764,-123.110154,11,14,212.0,4.4,106.0,49.2806813,-123.1073936,Japanese
,Tsuki Sushi Bar,,,,,,49.279764,-123.110154,11,14,226.0,3.8,209.0,49.2809829711914,-123.10765838623,Sushi Bars
,Twisted Fork,,,,,,49.279764,-123.110154,11,14,563.0,4.1,1147.0,49.283194,-123.104445,French
634.0,ZAC ZAC Japanese Curry House,0.9925764701309806,8.3,49.280503,-123.118891,Fast Food Restaurant,49.279764,-123.110154,11,14,,,,,,
965.0,Angus T,0.975397411481208,8.4,49.275871,-123.119875,Bakery,49.279821,-123.10802,10,16,,,,,,
888.0,Ask for Luigi,0.9897262492388614,9.0,49.284215,-123.097709,Italian Restaurant,49.279821,-123.10802,10,16,,,,,,
539.0,Bao Bei,0.976317255496392,9.0,49.279609,-123.100805,Chinese Restaurant,49.279821,-123.10802,10,16,,,,,,
887.0,Bel Cafe,0.981603119696322,8.1,49.283302,-123.11938,"Cafe, Coffee, and Tea House",49.279821,-123.10802,10,16,,,,,,
,Blue Water Cafe,,,,,,49.279821,-123.10802,10,16,1035.0,4.4,1160.0,49.2761945,-123.1209935,Seafood
,Bodega On Main,,,,,,49.279821,-123.10802,10,16,773.0,3.8,236.0,49.27548853708847,-123.09968391901442,Spanish
816.0,Breka Bakery & Café,0.9975384455931698,8.4,49.285619,-123.114947,Bakery,49.279821,-123.10802,10,16,,,,,,
,Browns Socialhouse QE Theatre,,,,,,49.279821,-123.10802,10,16,376.0,4.2,73.0,49.279919,-123.112788,Burgers
,Cactus Club Cafe,,,,,,49.279821,-123.10802,10,16,1316.0,4.2,985.0,49.28963138752227,-123.11817709999995,Canadian (New)
646.0,Cafe Medina,0.9856452511433272,8.9,49.280498,-123.116863,Café,49.279821,-123.10802,10,16,,,,,,
510.0,Café Kitsuné,0.9760711000557089,7.5,49.284419,-123.108111,Café,49.279821,-123.10802,10,16,,,,,,
,Calabash Bistro,,,,,,49.279821,-123.10802,10,16,305.0,4.0,300.0,49.281004479966,-123.104228199529,Caribbean
,Caveman Cafe,,,,,,49.279821,-123.10802,10,16,130.0,4.4,299.0,49.280802324947445,-123.10703500282293,Organic Stores
149.0,Chambar,0.9941311360721364,8.9,49.280213,-123.1097,Belgian Restaurant,49.279821,-123.10802,10,16,143.0,4.2,1635.0,49.2801460007961,-123.109925328073,Belgian
,Charisma Cafe & Dessert House,,,,,,49.279821,-123.10802,10,16,53.0,3.8,52.0,49.27998259460614,-123.1087145,Desserts
,Chinatown BBQ,,,,,,49.279821,-123.10802,10,16,476.0,4.4,362.0,49.280294,-123.1015,Barbeque
,Congee Noodle Delight,,,,,,49.279821,-123.10802,10,16,156.0,3.5,103.0,49.2805896869679,-123.106225075342,Barbeque
144.0,Costco Food Court,0.9796209206213482,7.5,49.278463,-123.108902,Fast Food Restaurant,49.279821,-123.10802,10,16,,,,,,
692.0,Creekside Park,0.9984712451578632,9.0,49.274585,-123.102893,Restaurant,49.279821,-123.10802,10,16,,,,,,
134.0,Devil's Elbow Ale & Smoke House,0.96898441447394,7.7,49.28027,-123.109705,Bar,49.279821,-123.10802,10,16,138.0,3.5,214.0,49.2801437,-123.1098099,Gastropubs
,Di Beppe,,,,,,49.279821,-123.10802,10,16,382.0,4.2,171.0,49.28237705581659,-123.10450043738042,Italian
968.0,Dublin Calling,0.9931335587598948,8.0,49.280066,-123.121369,Pub,49.279821,-123.10802,10,16,,,,,,
922.0,Fairmont Waterfront,0.9960615129490716,8.9,49.287101,-123.113775,Restaurant,49.279821,-123.10802,10,16,,,,,,
482.0,Fanny Bay Oyster Bar & Shellfish Market,0.9881068055501574,9.1,49.278557,-123.114183,Seafood Restaurant,49.279821,-123.10802,10,16,462.0,4.4,913.0,49.2787525,-123.1138689,Seafood
,Five Sails Restaurant,,,,,,49.279821,-123.10802,10,16,990.0,4.3,223.0,49.2880313351364,-123.113292160758,French
427.0,Frankie's Italian Kitchen & Bar,0.9682589037014004,7.8,49.278181,-123.113339,Lounge,49.279821,-123.10802,10,16,,,,,,
,Gotham Steakhouse & Bar,,,,,,49.279821,-123.10802,10,16,665.0,4.1,461.0,49.28290359590047,-123.115883832301,Steakhouses
659.0,Gotham Steakhouse & Cocktail Bar,0.9868760283467424,9.1,49.282814,-123.115925,Steakhouse,49.279821,-123.10802,10,16,,,,,,
,Gringo,,,,,,49.279821,-123.10802,10,16,419.0,4.3,301.0,49.2831553214634,-123.105335897068,Mexican
,Hawksworth Restaurant,,,,,,49.279821,-123.10802,10,16,901.0,4.0,713.0,49.2833971,-123.1191704,Canadian (New)
,Hello Nori ,,,,,,49.279821,-123.10802,10,16,1461.0,4.5,285.0,49.28559747478766,-123.1261163,Japanese
638.0,Honey Salt,0.993016958814308,8.4,49.275175,-123.11284,Restaurant,49.279821,-123.10802,10,16,,,,,,
720.0,JINYA Ramen Bar - Vancouver Downtown,0.9864873618614534,8.1,49.280369,-123.117907,Ramen Restaurant,49.279821,-123.10802,10,16,,,,,,
,Jam Cafe on Beatty,,,,,,49.279821,-123.10802,10,16,130.0,4.4,1502.0,49.2802586,-123.1096376,Breakfast & Brunch
744.0,Japadog,0.9951675800329072,8.4,49.280189,-123.118297,Hot Dog Joint,49.279821,-123.10802,10,16,,,,,,
,Joe Fortes Seafood & Chop House,,,,,,49.279821,-123.10802,10,16,1329.0,4.0,1387.0,49.28496869177162,-123.12455980835064,Seafood
560.0,Juke Fried Chicken,0.9849974736678456,7.6,49.279372,-123.100298,Bar,49.279821,-123.10802,10,16,,,,,,
472.0,Keefer Bar,0.9840258074546232,9.1,49.279619,-123.101293,Cocktail Bar,49.279821,-123.10802,10,16,,,,,,
719.0,Kissa Tanto,0.9652402606656562,8.8,49.28055,-123.098127,Italian Restaurant,49.279821,-123.10802,10,16,,,,,,
402.0,Kozak Homemade Ukrainian Food,0.9792192985865495,7.9,49.282647,-123.104553,Ukrainian Restaurant,49.279821,-123.10802,10,16,,,,,,
,Kozak Ukrainian Restaurant,,,,,,49.279821,-123.10802,10,16,399.0,4.6,87.0,49.2826548747948,-123.1046559827506,Ukrainian
,L'Abattoir,,,,,,49.279821,-123.10802,10,16,455.0,4.2,614.0,49.2831869855333,-123.104450140894,French
,LOCAL Public Eatery Gastown,,,,,,49.279821,-123.10802,10,16,518.0,4.3,175.0,49.2835742,-123.1039517,Gastropubs
,La Casita,,,,,,49.279821,-123.10802,10,16,374.0,3.2,330.0,49.2831,-123.10693,Mexican
352.0,La Casita Mexican Restaurant,0.9788954098488089,7.8,49.283075,-123.106942,American Restaurant,49.279821,-123.10802,10,16,,,,,,
,La Taqueria Pinche Taco Shop,,,,,,49.279821,-123.10802,10,16,391.0,4.3,550.0,49.282912,-123.110593,Mexican
495.0,Local Gastown,0.982872763548266,7.9,49.283692,-123.104074,New American Restaurant,49.279821,-123.10802,10,16,,,,,,
,Lupo,,,,,,49.279821,-123.10802,10,16,700.0,4.3,482.0,49.278222058049096,-123.11735347768747,Italian
639.0,Malone's,0.993237203155972,7.6,49.284039,-123.114163,Sports Bar,49.279821,-123.10802,10,16,,,,,,
,MamaLee,,,,,,49.279821,-123.10802,10,16,47.0,4.3,26.0,49.27961961550342,-123.108583,Malaysian
,Manoush'eh,,,,,,49.279821,-123.10802,10,16,1330.0,4.8,264.0,49.27667072314417,-123.12570086148996,Lebanese
,Marugame Udon,,,,,,49.279821,-123.10802,10,16,170.0,4.0,71.0,49.2801931,-123.11028743227573,Japanese
,Meat & Bread,,,,,,49.279821,-123.10802,10,16,326.0,4.2,816.0,49.2826255017147,-123.109336831057,Sandwiches
,Medina Cafe,,,,,,49.279821,-123.10802,10,16,658.0,4.2,2748.0,49.2804429972571,-123.117036269849,Breakfast & Brunch
,MeeT,,,,,,49.279821,-123.10802,10,16,463.0,4.1,536.0,49.28343624826065,-123.1048494822089,Comfort Food
674.0,Mello,0.9818751862360242,8.4,49.280489,-123.098771,Donut Shop,49.279821,-123.10802,10,16,,,,,,
819.0,Miku,0.9939886250275304,9.0,49.286766,-123.112205,Sushi Restaurant,49.279821,-123.10802,10,16,869.0,4.4,2457.0,49.28691298612272,-123.11304877258942,Japanese
378.0,Nelson the Seagull,0.969865391840595,8.8,49.282251,-123.104519,Bakery,49.279821,-123.10802,10,16,,,,,,
343.0,Nemesis Coffee,0.9855286511977406,9.0,49.282787,-123.110244,Coffee Shop,49.279821,-123.10802,10,16,371.0,4.4,324.0,49.28281595985871,-123.11027107703038,Cafes
498.0,New Town Bakery & Restaurant,0.9888711829712256,8.3,49.280309,-123.100946,Bakery,49.279821,-123.10802,10,16,,,,,,
,Nuba in Gastown,,,,,,49.279821,-123.10802,10,16,348.0,4.0,820.0,49.2827625062516,-123.109646101134,Mediterranean
,PappaRoti,,,,,,49.279821,-123.10802,10,16,53.0,4.4,49.0,49.28006887139611,-123.10863661453732,Coffee & Tea
725.0,Phnom Penh,0.9910606708383536,9.0,49.278403,-123.098188,Cambodian Restaurant,49.279821,-123.10802,10,16,729.0,4.2,1843.0,49.278431,-123.098205,Cambodian
,PiDGiN,,,,,,49.279821,-123.10802,10,16,362.0,4.0,347.0,49.2819071402452,-123.104188653967,Japanese
,Pizzeria Ludica,,,,,,49.279821,-123.10802,10,16,42.0,4.0,202.0,49.2800427277576,-123.108486811639,Pizza
489.0,Pourhouse Restaurant,0.978675165507145,9.0,49.284105,-123.108409,Restaurant,49.279821,-123.10802,10,16,478.0,4.0,593.0,49.2841134475502,-123.10842879595,Cocktail Bars
237.0,Prado Cafe,0.9783124101208752,8.1,49.281917,-123.107411,Café,49.279821,-123.10802,10,16,,,,,,
385.0,Revolver,0.9838832964100171,9.3,49.283261,-123.109473,Café,49.279821,-123.10802,10,16,,,,,,
,Robba da Matti,,,,,,49.279821,-123.10802,10,16,1059.0,4.2,544.0,49.2753397,-123.1208967,Italian
,Rodney's Oyster House,,,,,,49.279821,-123.10802,10,16,1259.0,4.0,889.0,49.274326,-123.123131,Seafood
216.0,Rogers Arena,0.9988210449946234,8.8,49.277856,-123.108688,Concert Hall,49.279821,-123.10802,10,16,,,,,,
,Six Acres,,,,,,49.279821,-123.10802,10,16,472.0,3.9,309.0,49.283363150344336,-123.1044223000027,Pubs
637.0,Steamworks Brewing Co,0.9990283337867776,8.6,49.284949,-123.110915,Bar,49.279821,-123.10802,10,16,,,,,,
,Sushi Den,,,,,,49.279821,-123.10802,10,16,60.0,3.2,184.0,49.2793121337891,-123.107757568359,Japanese
,TAKO,,,,,,49.279821,-123.10802,10,16,105.0,4.0,229.0,49.278816,-123.1078822,Korean
927.0,Terra Breads,0.9784808322645004,8.9,49.271451,-123.107006,Bakery,49.279821,-123.10802,10,16,,,,,,
393.0,The Cambie,0.9909181597937476,7.9,49.283214,-123.109063,Pub,49.279821,-123.10802,10,16,,,,,,
,The Dirty Apron Delicatessen,,,,,,49.279821,-123.10802,10,16,115.0,4.5,73.0,49.2805632,-123.1091772,Cafes
,The Flying Pig - Yaletown,,,,,,49.279821,-123.10802,10,16,1146.0,4.0,1397.0,49.27501,-123.122,Canadian (New)
726.0,The Keg Steakhouse + Bar,0.9937165584878282,8.8,49.283447,-123.116466,Steakhouse,49.279821,-123.10802,10,16,,,,,,
367.0,The Magnet,0.972016013059194,8.4,49.282484,-123.111029,Beer Bar,49.279821,-123.10802,10,16,,,,,,
474.0,The Old Spaghetti Factory,0.9931983365074428,8.3,49.283831,-123.105302,Italian Restaurant,49.279821,-123.10802,10,16,,,,,,
942.0,The Parlour,0.9807350978791766,8.7,49.276782,-123.120196,Pizzeria,49.279821,-123.10802,10,16,,,,,,
159.0,The Pint Public House,0.987873605658984,7.7,49.281376,-123.10769,Pub,49.279821,-123.10802,10,16,,,,,,
689.0,The Ramen Butcher,0.9623770842240272,7.7,49.278661,-123.098778,Chinese Restaurant,49.279821,-123.10802,10,16,,,,,,
793.0,Tim Hortons,0.9871869615349737,7.8,49.284899,-123.115616,"Cafe, Coffee, and Tea House",49.279821,-123.10802,10,16,,,,,,
463.0,Timbertrain Coffee Roasters,0.9601098630598416,8.8,49.283744,-123.109189,Coffee Shop,49.279821,-123.10802,10,16,,,,,,
,Tokyo In April,,,,,,49.279821,-123.10802,10,16,79.0,4.4,106.0,49.2806813,-123.1073936,Japanese
,Tsuki Sushi Bar,,,,,,49.279821,-123.10802,10,16,132.0,3.8,209.0,49.2809829711914,-123.10765838623,Sushi Bars
,Twisted Fork,,,,,,49.279821,-123.10802,10,16,456.0,4.1,1147.0,49.283194,-123.104445,French
787.0,ZAC ZAC Japanese Curry House,0.9925764701309806,8.3,49.280503,-123.118891,Fast Food Restaurant,49.279821,-123.10802,10,16,,,,,,
432.0,1181 Lounge,0.9574021532123284,8.2,49.281647,-123.132861,Night Club,49.279938,-123.127478,4,12,,,,,,
742.0,49th Parallel Café & Lucky's Doughnuts - THURLOW,0.9927578478241156,9.0,49.286052,-123.122935,Dining and Drinking,49.279938,-123.127478,4,12,,,,,,
712.0,Angus T,0.975397411481208,8.4,49.275871,-123.119875,Bakery,49.279938,-123.127478,4,12,,,,,,
,Bacchus Restaurant & Lounge,,,,,,49.279938,-123.127478,4,12,435.0,4.1,216.0,49.28232,-123.12281,Lounges
,Banana Leaf,,,,,,49.279938,-123.127478,4,12,188.0,3.6,259.0,49.28001,-123.13009,Malaysian
707.0,Bel Cafe,0.981603119696322,8.1,49.283302,-123.11938,"Cafe, Coffee, and Tea House",49.279938,-123.127478,4,12,,,,,,
,Blue Water Cafe,,,,,,49.279938,-123.127478,4,12,624.0,4.4,1160.0,49.2761945,-123.1209935,Seafood
,Boulevard,,,,,,49.279938,-123.127478,4,12,404.0,4.0,317.0,49.2827182,-123.123884,Seafood
434.0,Boulevard Kitchen & Oyster Bar,0.9923562257893168,8.1,49.283021,-123.123893,French Restaurant,49.279938,-123.127478,4,12,,,,,,
165.0,Breka Bakery & Cafe,0.9941181805226268,8.5,49.278414,-123.12788,Bakery,49.279938,-123.127478,4,12,,,,,,
,Brunch,,,,,,49.279938,-123.127478,4,12,267.0,4.5,66.0,49.2778182,-123.1254634,Breakfast & Brunch
,Burger Crush,,,,,,49.279938,-123.127478,4,12,289.0,4.3,67.0,49.27977707759172,-123.12350184856516,Burgers
,Burgoo Bistro,,,,,,49.279938,-123.127478,4,12,12.0,4.2,190.0,49.27968,-123.12763,Comfort Food
,C Prime,,,,,,49.279938,-123.127478,4,12,108.0,3.5,89.0,49.280921,-123.127147,Italian
,Cactus Club Cafe,,,,,,49.279938,-123.127478,4,12,1272.0,4.2,985.0,49.28963138752227,-123.11817709999995,Canadian (New)
874.0,Cactus Club Cafe Bentall 5,0.996229935092697,8.3,49.285532,-123.118834,American Restaurant,49.279938,-123.127478,4,12,,,,,,
772.0,Cafe Medina,0.9856452511433272,8.9,49.280498,-123.116863,Café,49.279938,-123.127478,4,12,,,,,,
,Cazba,,,,,,49.279938,-123.127478,4,12,275.0,3.4,277.0,49.2806129,-123.1312714,Persian/Iranian
443.0,Dublin Calling,0.9931335587598948,8.0,49.280066,-123.121369,Pub,49.279938,-123.127478,4,12,,,,,,
672.0,Earl's Restaurant,0.9852954513065671,8.1,49.285939,-123.126494,American Restaurant,49.279938,-123.127478,4,12,,,,,,
339.0,Earls,0.9896873825903326,7.9,49.281585,-123.123689,Restaurant,49.279938,-123.127478,4,12,,,,,,
16.0,Elysian Coffee,0.9735706790003498,7.8,49.279897,-123.127601,Coffee Shop,49.279938,-123.127478,4,12,18.0,4.1,76.0,49.27987725244807,-123.12770435452008,Coffee & Tea
958.0,Fanny Bay Oyster Bar & Shellfish Market,0.9881068055501574,9.1,49.278557,-123.114183,Seafood Restaurant,49.279938,-123.127478,4,12,981.0,4.4,913.0,49.2787525,-123.1138689,Seafood
,Fat Mao Noodles,,,,,,49.279938,-123.127478,4,12,51.0,4.4,92.0,49.27982129999999,-123.1267997,Noodles
,Firecrust,,,,,,49.279938,-123.127478,4,12,233.0,3.8,154.0,49.27784279319073,-123.12756074637888,Pizza
295.0,Fritz European Fry House,0.9913845595760944,8.2,49.277256,-123.126564,Fast Food Restaurant,49.279938,-123.127478,4,12,298.0,4.2,877.0,49.2772045,-123.1265253,Fast Food
,Giardino,,,,,,49.279938,-123.127478,4,12,379.0,3.8,139.0,49.276991,-123.1301021,Italian
901.0,Gotham Steakhouse & Cocktail Bar,0.9868760283467424,9.1,49.282814,-123.115925,Steakhouse,49.279938,-123.127478,4,12,,,,,,
359.0,Gurkha Himalayan Kitchen,0.9834039410781608,7.5,49.281122,-123.132086,Himalayan Restaurant,49.279938,-123.127478,4,12,362.0,4.1,233.0,49.2811737,-123.1321411,Himalayan/Nepalese
489.0,Guu,0.9814217420031872,8.5,49.284107,-123.125364,Diner,49.279938,-123.127478,4,12,,,,,,
,Guu Original Thurlow,,,,,,49.279938,-123.127478,4,12,470.0,4.1,824.0,49.2839786648396,-123.125567978574,Japanese
,Guu with Garlic,,,,,,49.279938,-123.127478,4,12,1233.0,4.3,1105.0,49.290249,-123.1338142,Japanese
,Gyu-Kaku Japanese BBQ,,,,,,49.279938,-123.127478,4,12,164.0,4.0,415.0,49.28031,-123.12467,Japanese
,Haraheri,,,,,,49.279938,-123.127478,4,12,161.0,3.5,286.0,49.280074,-123.125225,Japanese
,Hawksworth Restaurant,,,,,,49.279938,-123.127478,4,12,715.0,4.0,713.0,49.2833971,-123.1191704,Canadian (New)
652.0,Hello Nori,0.9795690984233096,8.0,49.285744,-123.126153,Sushi Restaurant,49.279938,-123.127478,4,12,,,,,,
,Hello Nori ,,,,,,49.279938,-123.127478,4,12,637.0,4.5,285.0,49.28559747478766,-123.1261163,Japanese
,Italian Kitchen,,,,,,49.279938,-123.127478,4,12,405.0,3.8,731.0,49.2825685,-123.1236112,Italian
693.0,JINYA Ramen Bar - Vancouver Downtown,0.9864873618614534,8.1,49.280369,-123.117907,Ramen Restaurant,49.279938,-123.127478,4,12,,,,,,
434.0,JOEY Burrard,0.9890136940158316,8.3,49.282707,-123.123298,New American Restaurant,49.279938,-123.127478,4,12,430.0,4.1,651.0,49.282606,-123.1231879,Canadian (New)
669.0,Japadog,0.9951675800329072,8.4,49.280189,-123.118297,Hot Dog Joint,49.279938,-123.127478,4,12,,,,,,
606.0,Joe Fortes Seafood & Chop House,0.9903869822638528,9.0,49.284956,-123.124545,Seafood Restaurant,49.279938,-123.127478,4,12,598.0,4.0,1387.0,49.28496869177162,-123.12455980835064,Seafood
,Kingyo,,,,,,49.279938,-123.127478,4,12,1387.0,4.4,1241.0,49.29073911099211,-123.13705023185994,Japanese
976.0,Koffie,0.9843367406428544,8.6,49.287035,-123.11953,Café,49.279938,-123.127478,4,12,,,,,,
729.0,Konbiniya,0.9954007799240804,8.9,49.286326,-123.127825,Sushi Restaurant,49.279938,-123.127478,4,12,,,,,,
499.0,La Belle Patate,0.9857100288908754,8.6,49.282095,-123.133548,Restaurant,49.279938,-123.127478,4,12,,,,,,
,Le Crocodile Restaurant,,,,,,49.279938,-123.127478,4,12,333.0,4.3,482.0,49.2825393,-123.1252052,French
,Lupo,,,,,,49.279938,-123.127478,4,12,759.0,4.3,482.0,49.278222058049096,-123.11735347768747,Italian
,Manoush'eh,,,,,,49.279938,-123.127478,4,12,385.0,4.8,264.0,49.27667072314417,-123.12570086148996,Lebanese
,Maruhachi Ra-men,,,,,,49.279938,-123.127478,4,12,1258.0,4.3,794.0,49.2905691,-123.1333951,Ramen
621.0,Matchstick Coffee Roasters,0.9882363610452536,8.7,49.274404,-123.126239,Café,49.279938,-123.127478,4,12,,,,,,
356.0,Maxine's Cafe & Bar,0.9943772915128196,7.9,49.277941,-123.131327,Restaurant,49.279938,-123.127478,4,12,358.0,4.3,133.0,49.27807,-123.13131,Bars
687.0,MeeT in Yaletown,0.978921320947828,8.3,49.275006,-123.121748,Vegan and Vegetarian Restaurant,49.279938,-123.127478,4,12,,,,,,
561.0,Melriches Coffeehouse,0.9724435461930118,8.0,49.282224,-123.134289,Café,49.279938,-123.127478,4,12,,,,,,
,Miku,,,,,,49.279938,-123.127478,4,12,1303.0,4.4,2457.0,49.28691298612272,-123.11304877258942,Japanese
701.0,Minami Restaurant,0.9645665720911551,9.1,49.275269,-123.120797,Sushi Restaurant,49.279938,-123.127478,4,12,,,,,,
702.0,Mister,0.9777812325909804,9.1,49.275114,-123.121514,Ice Cream Parlor,49.279938,-123.127478,4,12,,,,,,
343.0,Morrissey Irish Bar & Restaurant,0.9857488955394044,8.3,49.276963,-123.126944,Pub,49.279938,-123.127478,4,12,,,,,,
,Nando's Peri-Peri,,,,,,49.279938,-123.127478,4,12,229.0,3.6,231.0,49.27787906184843,-123.1276493,Portuguese
428.0,Nero Belgian Waffle Bar,0.983507585474238,9.0,49.278311,-123.122111,Dessert Shop,49.279938,-123.127478,4,12,,,,,,
671.0,Notch8 Restaurant,0.9895837381942556,8.1,49.283844,-123.120961,Restaurant,49.279938,-123.127478,4,12,,,,,,
,Number E Food,,,,,,49.279938,-123.127478,4,12,368.0,4.8,156.0,49.277569151917,-123.131018212403,Sandwiches
950.0,OEB Breakfast Co,0.9820436083796494,8.4,49.273374,-123.119419,Dining and Drinking,49.279938,-123.127478,4,12,,,,,,
267.0,Pallet Coffee Roasters,0.9884306942878982,8.4,49.279891,-123.123788,Coffee Shop,49.279938,-123.127478,4,12,,,,,,
946.0,Provence Marinaside,0.9560677316128364,8.3,49.273338,-123.119497,French Restaurant,49.279938,-123.127478,4,12,,,,,,
837.0,Ramen Danbo - Robson,0.9960226463005428,9.0,49.287499,-123.12898,Ramen Restaurant,49.279938,-123.127478,4,12,,,,,,
,Relish Gastropub and Bar,,,,,,49.279938,-123.127478,4,12,161.0,3.3,114.0,49.2802714,-123.1248883,Gastropubs
,Robba da Matti,,,,,,49.279938,-123.127478,4,12,700.0,4.2,544.0,49.2753397,-123.1208967,Italian
,Rodney's Oyster House,,,,,,49.279938,-123.127478,4,12,697.0,4.0,889.0,49.274326,-123.123131,Seafood
,Saku,,,,,,49.279938,-123.127478,4,12,1089.0,4.5,480.0,49.289223,-123.132266,Japanese
299.0,Samurai Japanese Restaurant,0.984738362677653,7.9,49.28053,-123.131711,Sushi Restaurant,49.279938,-123.127478,4,12,,,,,,
